FIPS,Year,Real_Weighted_Center_Price,Real_Weighted_Family_Care_Price
16009,2003,38.429815745892526,35.32938695305846
16009,2004,38.68212595761865,35.56292537898324
16009,2005,39.014064610147095,35.870183702190836
16009,2006,39.38800237750994,36.21633972528628
16009,2007,39.738848917773886,36.541140430367754
16009,2008,40.128044477864556,36.90146606367961
16009,2009,40.08526973378001,36.861863116470715
16009,2010,40.20855730023159,36.97600954609079
16009,2011,40.52933796009957,37.2730171204465
16009,2012,40.62429472540671,39.79996021773142
16009,2013,40.39029106452269,39.73160775267431
16009,2014,40.63443165497575,39.50951346825876
16009,2015,41.137378351130586,39.552656786160895
16009,2016,43.07677815681287,40.30690628861841
16009,2017,45.1086563013327,40.65266186347454
16009,2018,47.25903585219175,40.750546453968504
16009,2019,44.94585208474611,39.113494852351884
16009,2020,43.12035525565811,37.88507674974843
16009,2021,40.24470462378731,35.71127667978384
16009,2022,37.01842959642251,33.239687810086735
16011,1990,32.35805786522009,30.40880001185934
16011,1991,32.75679987283103,30.78608802206161
16011,1992,33.071159083857125,31.083555442395042
16011,1993,33.345830809226044,31.343483707861783
16011,1994,33.56407360913297,31.55002235994392
16011,1995,33.810079331083855,31.782845992294476
16011,1996,34.063920225093675,32.02309703991069
16011,1997,34.29499799371898,32.24181422708917
16011,1998,34.47469038932355,32.411901632982755
16011,1999,34.739876119051694,32.66292356417997
16011,2000,35.08000380678126,32.98490381797184
16011,2001,35.43978227497473,33.32550951225079
16011,2002,35.632699263876326,33.50815556770527
16011,2003,35.84460391313722,33.708786133044676
16011,2004,36.079940966595004,33.931611874793425
16011,2005,36.38954977664022,34.22477589483047
16011,2006,36.73833237939617,34.55505333119515
16011,2007,37.065577124809764,34.864955043274115
16011,2008,37.42859111343893,35.20875211305343
16011,2009,37.38869386882726,35.17096579993465
16011,2010,37.503687758365814,35.27987619764482
16011,2011,37.80288918498705,35.563259682819734
16011,2012,42.61627706819981,41.38073161122013
16011,2013,40.39029106452269,39.73160775267431
16011,2014,38.082551048019475,37.9821780025764
16011,2015,36.088307306133366,36.5313526599867
16011,2016,37.26475713718604,36.57397127855939
16011,2017,38.45214385848292,36.27605182143571
16011,2018,39.35186064463631,35.79226012686089
