,id,period,MPUBID_XRND,CRACE_XRND,CSEX_XRND,CYRB_XRND,MOM_HELPS_CH_LEA_,MOM_HELPS_CH_LEARN_ALPHABET_,MOM_HELPS_CH_LEARN_COLORS_,MOM_HELPS_CH_LEARN_SHAPES_,PIAT_MATH_TOTAL_RAW_SCORE_,PIAT_READ_REC_TOTAL_RAW_SCO_,PIAT_READ_COMP_TOTAL_RAW_SC_,PPVT_TOTAL_RAW_SCORE_,HOW_OFT_MOM_READ_TO_,MOM_HELPS_CH_LEARN_N_,MOM_HELPS_CH_LEARN_A_,MOM_HELPS_CH_LEARN_C_,MOM_HELPS_CH_LEARN_S_,MOM_HELPS_CH_W_NONE_,HOW_OFT_CH_TAKEN_TO_,MS_TYPE_OF_SCHOOL_CHILD_ATT_,MS_TYPE_OF_SCH_CHD_ATTNDS_C_,MOMHGC_EVER_XRND,HGC_DLI_XRND,ASSOCIATES_XRND,BA_XRND,BS_XRND,MASTERS_XRND,PROFDEGREE_XRND,VERSION_R29_XRND,HOW_MANY_BOOKS_C_,HOW_OFTEN_MOM_RE_,HOW_OFT_CH_EATS_,HOW_OFT_CH_TAKEN_,MUSIC_INSTMT_CH_,CH_GET_SPEC_LESS_,HOW_OFT_TAKEN_TO_,HOW_OFT_CH_SPEND_,HOW_OFT_CH_W_DAD_,DO_PARS_DISCUSS_,IF_LOW_GRADES_HE_,TYPE_OF_SCHOOL_CHILD_ATTEND_,HOW_OFT_PARENTS_HELP_WITH_H_,HOW_MANY_BOOKS_,MUSIC_INSTMT_C_,CH_GET_SPEC_LE_,HOW_OFT_CH_TAK_,HOW_OFT_TAKEN_,HOW_OFT_CH_SPE_,HOW_OFT_CH_W_D_,HOW_OFT_CH_EAT_,DO_PARS_DISCUS_,IF_LOW_GRADES_,SCHOOL_CHILD_ATTENDS_2004_,DOES_CHILD_USE_ANY_COMPUTER_,4_5_HOW_OFTEN_MOM_RE_,4_5_HOW_MANY_BOOKS_C_,4_5_MOM_HELPS_CH_LEA_,MOM_HELPS_CH_LEARN_COLORS_2_,MOM_HELPS_CH_LEARN_SHAPES_2_,4_5_HOW_OFT_CH_TAKEN_,4_5_HOW_OFT_CH_EATS_,CHILD_EVER_ENROLLED_IN_HEAD_,HOW_MANY_BOOKS_CH_,MUSICAL_INSTMT_CH_,CH_GET_SPEC_LESSO_,HOW_OFT_CH_EATS_W_,DO_PARS_DISCUSS_T_,IF_LOW_GRADES_HEL_,CH_ATTENDS_PUBLIC_PRIV_RELI_,IS_SCHOOL_GIFTED_HANDICAPPE_,OWN_A_HOME_COMPUTER_,MS_IS_SCHOOL_GIFTED_HANDICA_,TYPE_OF_SCHOOL_,HOW_OFTEN_PARS_HELP_R_WITH_,SCHOOL_HOW_OFTEN_PARENTS_HE_,IS_CURRENT_MOST_RECENT_SCHO_,MS_CH_ATTENDS_PUBLIC_PRIV_R_,HOW_OFT_CH_EATS_W_MO_,HOW_OFT_CH_SPEND_TIM_,MOM_HELP_MORE_W_SCHO_,PARS_DISCUSS_TV_PROG_,CHILD_ATTENDS_PUBLIC_PRIV_R_,6_HOW_MANY_BOOKS_CHI_,6_HOW_OFTEN_MOM_READ_,6_MUSIC_INSTMT_CH_CA_,6_CH_GET_SPEC_LESSON_,6_HOW_OFT_CH_TAKEN_T_,6_HOW_OFT_TAKEN_TO_P_,6_HOW_OFT_CH_SPEND_T_,6_HOW_OFT_CH_W_DAD_O_,6_HOW_OFT_CH_EATS_W_,6_DO_PARS_DISCUSS_TV_,IN_SCL_YR_HOW_OFTEN_PARENTS_,FAMILY_INCOME_FROM_ALL_SOUR_,HOW_OFT_DOES_MOM_REA_,HOW_MANY_BOOKS_CHILD_,PARS_DISCUSS_TV_PRGM_,TOTAL_FAMILY_INCOME_FROM_AL_,HOW_OFTEN_MOM_R_,MOM_HELPS_CH_LE_,_MOM_HELPS_CH_LEARN_ALPHABE_,_MOM_HELPS_CH_LEARN_COLORS__,_MOM_HELPS_CH_LEARN_SHAPES__,HOW_OFT_CH_TAKE_,TOTAL_FAMILY_INCOME_FR_ALL_,HOW_MANY_BOOKS_DOES_,IS_THERE_MUSIC_INSTR_,CHILD_S_AGE_WHEN_1ST_ATTD_H_,CHILD_AGE_WHEN_1ST_ATTD_HEA_,DOES_CHILD_NEVER_USE_,HIGHEST_GRADE_OF_REGULAR_SC_,HOW_LONG_CHILD_WAS_IN_HEAD_,MOM_HELPS_CH_W_N_,HOW_LONG_DID_CHILD_ATTEND_H_,SCHOOL_CHILD_ATTENDS_RECD__,TYPE_SCHOOL_CHILD_ATTENDS_V_
3191,90002,3,900.0,3.0,2.0,1990.0,,,,,,,,,,,,,,,,,,15.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,150000.0,,,,,,,,,,,
3192,90003,0,900.0,3.0,1.0,1996.0,,1.0,,,,,,40.0,,,,,,,,,,15.0,8.0,1.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3193,90003,1,900.0,3.0,1.0,1996.0,,,,,,,,,,,,,,,,,,15.0,8.0,1.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,1.0,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3194,90003,2,900.0,3.0,1.0,1996.0,,,,,58.0,80.0,61.0,133.0,,,,,,,,,,15.0,8.0,1.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,1.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3195,90003,3,900.0,3.0,1.0,1996.0,,,,,,,,,,,,,,,,,,15.0,8.0,1.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
3196,90004,0,900.0,3.0,1.0,1997.0,1.0,1.0,,,,,,3.0,,,,,,,,,,15.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3197,90004,1,900.0,3.0,1.0,1997.0,,,,,,,1.0,,,,,,,,,,,15.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,1.0,,,,,5.0,1.0,6.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3198,90004,2,900.0,3.0,1.0,1997.0,,,,,,,,18.0,,,,,,,,,,15.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3199,90004,3,900.0,3.0,1.0,1997.0,,,,,,,,,,,,,,,,,,15.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,130000.0,,,,,,,115000.0,,,,,,,,,,,
3200,90401,0,904.0,3.0,1.0,1991.0,,,,,,,,,,,,,,,,,,15.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3201,90401,1,904.0,3.0,1.0,1991.0,,,,,,,,,,,,,,,,,,15.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3202,90401,2,904.0,3.0,1.0,1991.0,,,,,,,,,,,,,,,,,,15.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3203,90401,3,904.0,3.0,1.0,1991.0,,,,,,,,,,,,,,,,,,15.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3204,90601,0,906.0,3.0,2.0,1995.0,,1.0,,,17.0,17.0,17.0,71.0,6.0,1.0,1.0,1.0,1.0,2.0,3.0,,,19.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,6.0,4.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3205,90601,1,906.0,3.0,2.0,1995.0,,,,,,,,,,,,,,,,,,19.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,3.0,,,,1.0,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,
3206,90601,2,906.0,3.0,2.0,1995.0,,,,,,,,147.0,,,,,,,,,,19.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3207,90601,3,906.0,3.0,2.0,1995.0,,,,,,,,,,,,,,,,,,19.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,100000.0,,,,,,,,,,,
3208,90602,0,906.0,3.0,1.0,1996.0,,,,,,,,,,,,,,,,,,19.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,
3209,90602,1,906.0,3.0,1.0,1996.0,1.0,1.0,,,,,,92.0,,,,,,,,,,19.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,4.0,6.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210,90602,2,906.0,3.0,1.0,1996.0,,,,,67.0,79.0,49.0,141.0,,,,,,,,,,19.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,4.0,1.0,6.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,5.0,1.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,5.0,6.0,1.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,90602,3,906.0,3.0,1.0,1996.0,,,,,,,,,,,,,,,,,,19.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,120000.0,,,,,,,90000.0,,,,,,,,,,,
3212,90603,0,906.0,3.0,1.0,1998.0,1.0,1.0,,,,,,48.0,,,,,,,,,,19.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3213,90603,1,906.0,3.0,1.0,1998.0,,,,,,,,,,,,,,,,,,19.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3214,90603,2,906.0,3.0,1.0,1998.0,,,,,70.0,77.0,76.0,118.0,,,,,,,,,,19.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,1.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,6.0,1.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
3215,90603,3,906.0,3.0,1.0,1998.0,,,,,,,,,,,,,,,,,,19.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,296402.0,,,,,,,,,,,,,,,,,,
3216,91201,0,912.0,3.0,2.0,1984.0,1.0,2.0,3.0,4.0,,,,51.0,,,,,,,,,,16.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3217,91201,1,912.0,3.0,2.0,1984.0,,,,,,,,104.0,,,,,,,,,,16.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,,,2.0,,1.0,1.0,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3218,91201,2,912.0,3.0,2.0,1984.0,,,,,62.0,60.0,53.0,128.0,,,,,,,,1.0,1.0,16.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,5.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,4.0,,1.0,2.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,
3219,91201,3,912.0,3.0,2.0,1984.0,,,,,,,,,,,,,,,,,,16.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,105500.0,,,,,,,100000.0,,,,,,,,,,,
3220,91202,0,912.0,3.0,1.0,1987.0,,,,,21.0,17.0,17.0,90.0,,,,,,,,,,16.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3221,91202,1,912.0,3.0,1.0,1987.0,,,,,,,,121.0,,,,,,,,,,16.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3222,91202,2,912.0,3.0,1.0,1987.0,,,,,,,,134.0,,,,,,,,1.0,1.0,16.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,1.0,,4.0,1.0,1.0,3.0,1.0,3.0,4.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,
3223,91202,3,912.0,3.0,1.0,1987.0,,,,,,,,,,,,,,,,,,16.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,6.0,,,,,,,80000.0,,,,,,,,,,,
3224,91401,0,914.0,1.0,2.0,1991.0,1.0,2.0,3.0,4.0,,,,84.0,,,,,,,,,,12.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3225,91401,1,914.0,1.0,2.0,1991.0,,,,,,,,,,,,,,,,3.0,3.0,12.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,4.0,4.0,2.0,2.0,,1.0,2.0,1.0,3.0,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
3226,91401,2,914.0,1.0,2.0,1991.0,,,,,,,,137.0,,,,,,,,,,12.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3227,91401,3,914.0,1.0,2.0,1991.0,,,,,,,,,,,,,,,,,,12.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,6.0,,,,,,,130000.0,,,,,,,,,,,
3228,91402,0,914.0,1.0,1.0,1993.0,1.0,2.0,3.0,4.0,19.0,16.0,16.0,66.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,9.0,11.0,12.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,91402,1,914.0,1.0,1.0,1993.0,,1.0,,,,,,,,,,,,,,,,12.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3230,91402,2,914.0,1.0,1.0,1993.0,,,,,,,,117.0,,,,,,,,,,12.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3231,91402,3,914.0,1.0,1.0,1993.0,,,,,,,,,,,,,,,,,,12.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,0.0,,,,,5.0,,,,,,,125000.0,,,,,,,,,,,
3232,91801,0,918.0,3.0,2.0,1987.0,,,,,11.0,10.0,10.0,47.0,,,,,,,,,,12.0,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3233,91801,1,918.0,3.0,2.0,1987.0,,,,,,,,104.0,,,,,,,,,,12.0,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,4.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3234,91801,2,918.0,3.0,2.0,1987.0,,,,,51.0,36.0,38.0,103.0,,,,,,,,3.0,3.0,12.0,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,6.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,
3235,91801,3,918.0,3.0,2.0,1987.0,,,,,,,,,,,,,,,,,,12.0,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,-7.0,,,,,,,,,,,,,,,,,,
3236,92301,0,923.0,3.0,1.0,1983.0,1.0,2.0,3.0,4.0,,,,55.0,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3237,92301,1,923.0,3.0,1.0,1983.0,,,,,,,,95.0,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3238,92301,2,923.0,3.0,1.0,1983.0,,,,,,,,112.0,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3239,92301,3,923.0,3.0,1.0,1983.0,,,,,,,,,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,2.0,5.0,,,,4.0,,,,,,,,,,,,,,,,,,
3240,92302,0,923.0,3.0,1.0,1987.0,1.0,2.0,3.0,4.0,,,,49.0,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3241,92302,1,923.0,3.0,1.0,1987.0,,,,,,,,93.0,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3242,92302,2,923.0,3.0,1.0,1987.0,,,,,,,,105.0,,,,,,,,1.0,1.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,1.0,,4.0,1.0,1.0,1.0,2.0,3.0,4.0,6.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,
3243,92302,3,923.0,3.0,1.0,1987.0,,,,,,,,,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,4.0,,,,,,,,,,,,,,,,,,
3244,92303,0,923.0,3.0,2.0,1989.0,,,,,16.0,13.0,13.0,19.0,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3245,92303,1,923.0,3.0,2.0,1989.0,,,,,,,,82.0,,,,,,,,1.0,1.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,4.0,3.0,4.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,5.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
3246,92303,2,923.0,3.0,2.0,1989.0,,,,,,,,116.0,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3247,92303,3,923.0,3.0,2.0,1989.0,,,,,,,,,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,6.0,,,,,,,388387.0,,,,,,,,,,,
3248,92801,0,928.0,3.0,1.0,1981.0,1.0,2.0,3.0,4.0,,,,32.0,,,,,,,,,,16.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,3.0,4.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3249,92801,1,928.0,3.0,1.0,1981.0,,,,,34.0,53.0,44.0,,,,,,,,,,,16.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,
3250,92801,2,928.0,3.0,1.0,1981.0,,,,,46.0,61.0,63.0,115.0,,,,,,,,,,16.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,,,,4.0,,,3.0,4.0,4.0,,,,,4.0,1.0,1.0,3.0,2.0,4.0,4.0,6.0,0.0,5.0,,,,,,,,,,,4.0,1.0,1.0,6.0,1.0,5.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3251,92801,3,928.0,3.0,1.0,1981.0,,,,,,,,,,,,,,,,,,16.0,8.0,0.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3252,92802,0,928.0,3.0,2.0,1984.0,1.0,2.0,3.0,,,,,44.0,,,,,,,,,,16.0,8.0,1.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
3253,92802,1,928.0,3.0,2.0,1984.0,,,,,,,,85.0,,,,,,,,,,16.0,8.0,1.0,1.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
