,id,period,MPUBID_XRND,CRACE_XRND,CSEX_XRND,CYRB_XRND,HOW_MANY_BOOKS_C,HOW_OFTEN_MOM_READS,HOW_OFT_CH_EATS_W,MOM_HELPS_CH_LEARN_NUMBERS,MOM_HELPS_CH_LEARN_ALPHABET,MOM_HELPS_CH_LEARN_COLORS,MOM_HELPS_CH_LEARN_SHAPES,HOW_OFT_CH_TAKEN_TO_MUSEUM,HOW_MANY_BOOKS_CHI,HOW_OFTEN_MOM_READ,MUSIC_INSTMT_CH_CA,CH_GET_SPEC_LESSON,HOW_OFT_CH_TAKEN_T,HOW_OFT_TAKEN_TO_P,HOW_OFT_CH_SPEND_T,HOW_OFT_CH_W_DAD_O,DO_PARS_DISCUSS_TV,PIAT_MATH_TOTAL_RAW_SCORE,PIAT_READ_REC_TOTAL_RAW_SCO,PIAT_READ_COMP_TOTAL_RAW_SC,PPVT_TOTAL_RAW_SCORE,CHILD_EVER_ENROLLED_IN_HEAD,HOW_LONG_CHILD_WAS_IN_HEAD,MOM_HELPS_CH_W_NONE,MUSIC_INSTMT_CH,CH_GET_SPEC_LESS,HOW_OFT_TAKEN_TO,HOW_OFT_CH_SPEND,HOW_OFT_CH_W_DAD,DO_PARS_DISCUSS,IF_LOW_GRADES_HE,HOW_MANY_BOOKS_CH,MUSICAL_INSTMT_CH,CH_GET_SPEC_LESSO,DO_PARS_DISCUSS_T,IF_LOW_GRADES_HEL,TYPE_OF_SCHOOL_CHILD_ATTEND,HOW_LONG_DID_CHILD_ATTEND_H,CHILD_ATTENDS_PUBLIC_PRIV_R,CHILD_AGE_WHEN_1ST_ATTD_HEA,CH_ATTENDS_PUBLIC_PRIV_RELI,IS_SCHOOL_GIFTED_HANDICAPPE,OWN_A_HOME_COMPUTER,HOW_MANY_BOOKS,MUSIC_INSTMT_C,CH_GET_SPEC_LE,HOW_OFT_CH_TAK,HOW_OFT_CH_TAKEN_TO_PERFORMANCE,HOW_OFT_CH_SPE,DO_PARS_DISCUS,IF_LOW_GRADES,MS_CH_ATTENDS_PUBLIC_PRIV_R,MS_IS_SCHOOL_GIFTED_HANDICA,SCHOOL_HOW_OFTEN_PARENTS_HE,HOW_OFT_PARENTS_HELP_WITH_H,HOW_MANY_BOOKS_DOES,HOW_OFT_DOES_MOM_REA,HOW_OFT_CH_EATS_W_MO,HOW_OFT_MOM_READ_TO,HOW_OFT_CH_TAKEN_TO,HOW_MANY_BOOKS_CHILD,IS_THERE_MUSIC_INSTR,HOW_OFT_CH_SPEND_TIM,PARS_DISCUSS_TV_PRGM,MOM_HELP_MORE_W_SCHO,PARS_DISCUSS_TV_PROG,MS_TYPE_OF_SCHOOL_CHILD_ATT,MS_TYPE_OF_SCH_CHD_ATTNDS_C,HOW_OFT_CH_TAKE,TYPE_SCHOOL_CHILD_ATTENDS_V,SCHOOL_CHILD_ATTENDS_RECD,SCHOOL_CHILD_ATTENDS,DOES_CHILD_USE_ANY_COMPUTER,DOES_CHILD_NEVER_USE,MOMHGC_EVER_XRND,TYPE_OF_SCHOOL,HOW_OFTEN_PARS_HELP_R_WITH,IS_CURRENT_MOST_RECENT_SCHO,IN_SCL_YR_HOW_OFTEN_PARENTS,TOTAL_FAMILY_INCOME_FROM_AL,FAMILY_INCOME_FROM_ALL_SOUR,HGC_DLI_XRND,ASSOCIATES_XRND,BA_XRND,BS_XRND,MASTERS_XRND,PROFDEGREE_XRND,TOTAL_FAMILY_INCOME_FR_ALL,VERSION_R29_XRND,HIGHEST_GRADE_OF_REGULAR_SC,MAR_10A,MAR_10B,SAMPLE_ID,MOTHER_RACE_ENCODED,SAMPLE_SEX,WKSWK_PCY,HRSWK_PCY,HGCREV79,TNFI_TRUNC,Q2_15A,Q2_15B,HGCREV80,ASVAB_1,ASVAB_2,ASVAB_3,ASVAB_4,ASVAB_5,ASVAB_6,ASVAB_7,ASVAB_8,ASVAB_9,ASVAB_10,ASVAB_11,ASVAB_12,AFQT_1,AFQT_2,AFQT_3,HGCREV81,HGCREV82,HGCREV83,HGCREV84,HGCREV85,HGCREV86,HGCREV87,HGCREV88,HGCREV89,HGCREV90,HGCREV91,HGCREV92,HGCREV93,HGCREV94,HGCREV96,Q2_15C,HGCREV98,HGCREV00,HGCREV02,HGCREV04,HGCREV06,HGCREV08,HGCREV10,HGCREV12,HGCREV14,HGCREV16,Q2_15A_PRE,HGC_EVER_XRND,HIGHEST_DEGREE_EVER_XRND
3710,84102,-1,841.0,3.0,2.0,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,47.0,1880.0,,17600.0,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
3711,84102,0,841.0,3.0,2.0,1986.0,,,,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,0.0,0.0,,15000.0,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,12.0,1.0
3712,84102,1,841.0,3.0,2.0,1986.0,4.0,3.75,,,,,,1.0,,,,,,,,,,15.5,19.5,18.75,53.0,,,,1.0,0.0,1.0,1.0,,1.0,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,50.0,2615.0,,25091.0,50.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,,,,,,,,,,,,,,12.0,1.0
3713,84102,2,841.0,3.0,2.0,1986.0,4.0,2.0,2.0,,,,,1.0,,,,,,,,,,22.0,30.0,27.0,92.0,,,,1.0,0.0,1.0,2.0,4.0,0.0,4.0,,,,,,1.0,,,,,,1.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,4.0,,2.0,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,12.0,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,38.0,266.0,,42000.0,18.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,12.0,12.0,,,,,,,,,,12.0,1.0
3714,84102,3,841.0,3.0,2.0,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,1.0,3.0,,,3.0,0.0,0.0,0.0,0.0,0.0,17500.0,532.0,,,,,3.0,,52.0,2132.0,,75548.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,,,,,,,,12.0,1.0
3715,84201,-1,842.0,3.0,2.0,1978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,7.0,1.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,
3716,84201,0,842.0,3.0,2.0,1978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,7.0,1.0,0.0,0.0,0.0,0.0,,532.0,,48.0,8.0,5.0,3.0,2.0,15.0,195.0,11.0,16350.0,50.0,44.0,11.0,51.0,0.0,11.0,12.0,17.0,8.0,27.0,44.0,12.0,11.0,7.0,8.0,17.0,19.0,24168.0,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,11.0,
3717,84201,1,842.0,3.0,2.0,1978.0,,,6.0,,,,,,4.0,2.0,1.0,1.0,3.0,2.0,3.0,5.0,0.0,37.0,27.0,22.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,7.0,1.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,41.5,685.0,,6397.0,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,11.0,
3718,84201,2,842.0,3.0,2.0,1978.0,4.0,2.0,5.0,,,,,1.0,,,,,,,,,,58.0,40.0,33.0,123.0,0.0,,,1.0,1.0,2.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,7.0,1.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,52.0,-3.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,11.0,11.0,11.0,,,,,,,,,,,,,,,,11.0,
3719,84201,3,842.0,3.0,2.0,1978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,2.0,,,,,7.0,1.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,52.0,3461.0,,17300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,11.0,,,,,,,,,,,,,11.0,
3720,84301,-1,843.0,3.0,2.0,1982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,6.0,185.0,,,52.0,70.0,,51.0,1.0,15.0,14.0,25.0,11.0,30.0,50.0,9.0,7.0,13.0,7.0,33.0,32.0,34453.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
3721,84301,0,843.0,3.0,2.0,1982.0,4.0,6.0,,1.0,2.0,3.0,4.0,2.0,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,29.0,1160.0,,16042.5,30.5,50.0,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,12.0,1.0
3722,84301,1,843.0,3.0,2.0,1982.0,4.0,2.75,,,,,,,,,,,,,,,,35.75,36.25,35.5,,0.0,,,0.75,0.0,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,24.5,980.0,,5330.0,30.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,12.0,1.0
3723,84301,2,843.0,3.0,2.0,1982.0,,,6.0,,,,,2.0,,,,,,,,,,67.0,60.0,60.0,-7.0,,,,,,2.0,3.0,5.0,,,4.0,0.0,0.0,1.0,5.0,,,,,1.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,3.0,1.0,5.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,52.0,2260.0,,11000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,0.0,,,,,,,,,,,,12.0,1.0
3724,84301,3,843.0,3.0,2.0,1982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.0,1.0,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,52.0,1820.0,,18415.0,5.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,,,,,,,,,,12.0,1.0
3725,84501,-1,845.0,3.0,2.0,1976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
3726,84501,0,845.0,3.0,2.0,1976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,,532.0,,30.0,60.0,5.0,3.0,2.0,0.0,0.0,8.0,6484.0,,,,51.0,0.0,10.0,8.0,20.0,9.0,27.0,36.0,10.0,9.0,8.0,7.0,17.0,19.0,20860.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
3727,84501,1,845.0,3.0,2.0,1976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,0.0,0.0,,19300.0,39.0,45.0,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
3728,84501,2,845.0,3.0,2.0,1976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,0.0,0.0,,41900.0,52.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,12.0,1.0
3729,84501,3,845.0,3.0,2.0,1976.0,,,6.0,,,,,3.0,,,,,,,,,,62.0,68.0,49.0,126.0,,,,,,3.0,6.0,6.0,,,2.0,0.0,0.0,1.0,5.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,23.0,860.0,,16000.0,52.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,12.0,1.0
3730,84502,-1,845.0,3.0,1.0,1979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,532.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
3731,84502,0,845.0,3.0,1.0,1979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,532.0,,30.0,60.0,5.0,3.0,2.0,11.0,572.0,8.0,12892.0,39.0,45.0,,51.0,0.0,10.0,8.0,20.0,9.0,27.0,36.0,10.0,9.0,8.0,7.0,17.0,19.0,20860.0,8.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
3732,84502,1,845.0,3.0,1.0,1979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,532.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
3733,84502,2,845.0,3.0,1.0,1979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,532.0,,,,,3.0,,0.0,0.0,,38500.0,52.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,12.0,1.0
3734,84502,3,845.0,3.0,1.0,1979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,532.0,,,,,3.0,,52.0,2775.0,,39600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,,,,,,,,,,,,,12.0,1.0
3735,84503,-1,845.0,3.0,2.0,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
3736,84503,0,845.0,3.0,2.0,1986.0,,,,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,36.0,0.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,-5.0,-5.0,,-5.0,-5.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,,,,,,,,,,,,,,,,,12.0,1.0
3737,84503,1,845.0,3.0,2.0,1986.0,4.0,6.0,,1.0,2.0,3.0,4.0,1.0,,,,,,,,,,18.5,17.0,17.75,54.0,,,,1.0,1.0,2.0,1.0,,1.0,5.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,24.0,930.0,,16317.0,24.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,,,,,,,,,,,,,,12.0,1.0
3738,84503,2,845.0,3.0,2.0,1986.0,4.0,6.0,,,,,,5.0,,,,,,,,,,,,,,,,,1.0,1.0,4.0,5.0,,0.0,5.0,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,-5.0,-5.0,,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,12.0,,,,,,,,,,12.0,1.0
3739,84503,3,845.0,3.0,2.0,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,1.0,2.5,4.0,,3.0,0.0,0.0,0.0,0.0,0.0,17000.0,532.0,,,,,3.0,,6.5,514.5,,15800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,,,,,,,,12.0,1.0
3740,84801,-1,848.0,3.0,2.0,1979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,10.0,0.0,1.0,0.0,1.0,0.0,,532.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
3741,84801,0,848.0,3.0,2.0,1979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,10.0,0.0,1.0,0.0,1.0,0.0,,532.0,,14.0,40.0,5.0,3.0,2.0,0.0,0.0,12.0,32100.0,,,12.0,51.0,1.0,11.0,10.0,23.0,12.0,34.0,22.0,9.0,11.0,11.0,5.0,29.0,30.0,32304.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
3742,84801,1,848.0,3.0,2.0,1979.0,4.0,6.0,6.0,,,,,,4.0,6.0,0.0,0.0,2.0,1.0,5.0,5.0,0.0,39.5,38.25,43.25,111.0,0.0,,,0.0,0.0,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,10.0,0.0,1.0,0.0,1.0,0.0,,532.0,,,,,3.0,,0.5,5.0,,4799.0,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,12.0,1.0
3743,84801,2,848.0,3.0,2.0,1979.0,,,6.0,,,,,1.5,,,,,,,,,,59.5,63.0,62.0,148.0,,,,,,1.0,5.5,6.0,,,4.0,0.0,0.0,0.0,3.5,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,10.0,0.0,1.0,0.0,1.0,0.0,,532.0,,,,,3.0,,0.0,0.0,,5472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,12.0,1.0
3744,84801,3,848.0,3.0,2.0,1979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0,2.0,,,,,10.0,0.0,1.0,0.0,1.0,0.0,,532.0,,,,,3.0,,52.0,2080.0,,14000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,,12.0,,,,,,,,,,,12.0,1.0
3745,85201,-1,852.0,3.0,1.0,1981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
3746,85201,0,852.0,3.0,1.0,1981.0,4.0,5.0,,1.0,2.0,3.0,4.0,2.0,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,22.0,566.0,,849.0,50.5,44.0,,51.0,1.0,14.0,13.0,24.0,8.0,29.0,55.0,14.0,11.0,7.0,10.0,26.0,29.0,28681.0,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
3747,85201,1,852.0,3.0,1.0,1981.0,4.0,4.0,,,,,,,,,,,,,,,,30.5,22.75,23.75,,1.0,2.0,,0.75,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,49.0,1456.0,,24799.0,44.0,55.0,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,12.0,1.0
3748,85201,2,852.0,3.0,1.0,1981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,52.0,1560.0,,73250.0,50.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,12.0,1.0
3749,85201,3,852.0,3.0,1.0,1981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0,2.0,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,52.0,2080.0,,89174.0,52.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,12.0,12.0,,,,,,,,,,12.0,1.0
3750,85401,-1,854.0,3.0,1.0,1985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,52.0,2080.0,,20300.0,52.0,45.0,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
3751,85401,0,854.0,3.0,1.0,1985.0,,,,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,18.0,360.0,,28500.0,52.0,45.0,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,12.0,1.0
3752,85401,1,854.0,3.0,1.0,1985.0,4.0,5.75,,,,,,3.0,,,,,,,,,,22.75,25.25,42.0,94.0,,,,0.0,0.75,2.0,1.0,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,3.5,105.0,,30000.0,52.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,12.0,1.0
3753,85401,2,854.0,3.0,1.0,1985.0,,,1.0,,,,,,,,,,,,,,,52.0,54.5,54.0,125.0,,,,,,,,3.0,,,,,,,,,,,,,,0.0,4.0,0.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,2.0,,5.0,,,,0.0,3.0,,5.0,1.0,1.0,1.0,,,,,,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,0.0,0.0,,30175.0,52.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,12.0,,,,,,,,,,,12.0,1.0
3754,85401,3,854.0,3.0,1.0,1985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,1.0,3.0,30000.0,,6.0,0.0,0.0,0.0,0.0,0.0,57000.0,532.0,,,,,3.0,,52.0,2080.0,,-2.0,52.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,,,,,,,,12.0,1.0
3755,85402,-1,854.0,3.0,1.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,51.0,1240.0,,27000.0,52.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,12.0,1.0
3756,85402,0,854.0,3.0,1.0,1990.0,,,,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,3.5,105.0,,30000.0,52.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,12.0,1.0
