,id,period,MPUBID_XRND,CRACE_XRND,CSEX_XRND,CYRB_XRND,HOW_MANY_BOOKS_C,HOW_OFTEN_MOM_READS,HOW_OFT_CH_EATS_W,MOM_HELPS_CH_LEARN_NUMBERS,MOM_HELPS_CH_LEARN_ALPHABET,MOM_HELPS_CH_LEARN_COLORS,MOM_HELPS_CH_LEARN_SHAPES,HOW_OFT_CH_TAKEN_TO_MUSEUM,HOW_MANY_BOOKS_CHI,HOW_OFTEN_MOM_READ,MUSIC_INSTMT_CH_CA,CH_GET_SPEC_LESSON,HOW_OFT_CH_TAKEN_T,HOW_OFT_TAKEN_TO_P,HOW_OFT_CH_SPEND_T,HOW_OFT_CH_W_DAD_O,DO_PARS_DISCUSS_TV,PIAT_MATH_TOTAL_RAW_SCORE,PIAT_READ_REC_TOTAL_RAW_SCO,PIAT_READ_COMP_TOTAL_RAW_SC,PPVT_TOTAL_RAW_SCORE,CHILD_EVER_ENROLLED_IN_HEAD,HOW_LONG_CHILD_WAS_IN_HEAD,MOM_HELPS_CH_W_NONE,MUSIC_INSTMT_CH,CH_GET_SPEC_LESS,HOW_OFT_TAKEN_TO,HOW_OFT_CH_SPEND,HOW_OFT_CH_W_DAD,DO_PARS_DISCUSS,IF_LOW_GRADES_HE,HOW_MANY_BOOKS_CH,MUSICAL_INSTMT_CH,CH_GET_SPEC_LESSO,DO_PARS_DISCUSS_T,IF_LOW_GRADES_HEL,TYPE_OF_SCHOOL_CHILD_ATTEND,HOW_LONG_DID_CHILD_ATTEND_H,CHILD_ATTENDS_PUBLIC_PRIV_R,CHILD_AGE_WHEN_1ST_ATTD_HEA,CH_ATTENDS_PUBLIC_PRIV_RELI,IS_SCHOOL_GIFTED_HANDICAPPE,OWN_A_HOME_COMPUTER,HOW_MANY_BOOKS,MUSIC_INSTMT_C,CH_GET_SPEC_LE,HOW_OFT_CH_TAK,HOW_OFT_CH_TAKEN_TO_PERFORMANCE,HOW_OFT_CH_SPE,DO_PARS_DISCUS,IF_LOW_GRADES,MS_CH_ATTENDS_PUBLIC_PRIV_R,MS_IS_SCHOOL_GIFTED_HANDICA,SCHOOL_HOW_OFTEN_PARENTS_HE,HOW_OFT_PARENTS_HELP_WITH_H,HOW_MANY_BOOKS_DOES,HOW_OFT_DOES_MOM_REA,HOW_OFT_CH_EATS_W_MO,HOW_OFT_MOM_READ_TO,HOW_OFT_CH_TAKEN_TO,HOW_MANY_BOOKS_CHILD,IS_THERE_MUSIC_INSTR,HOW_OFT_CH_SPEND_TIM,PARS_DISCUSS_TV_PRGM,MOM_HELP_MORE_W_SCHO,PARS_DISCUSS_TV_PROG,MS_TYPE_OF_SCHOOL_CHILD_ATT,MS_TYPE_OF_SCH_CHD_ATTNDS_C,HOW_OFT_CH_TAKE,TYPE_SCHOOL_CHILD_ATTENDS_V,SCHOOL_CHILD_ATTENDS_RECD,SCHOOL_CHILD_ATTENDS,DOES_CHILD_USE_ANY_COMPUTER,DOES_CHILD_NEVER_USE,MOMHGC_EVER_XRND,TYPE_OF_SCHOOL,HOW_OFTEN_PARS_HELP_R_WITH,IS_CURRENT_MOST_RECENT_SCHO,IN_SCL_YR_HOW_OFTEN_PARENTS,TOTAL_FAMILY_INCOME_FROM_AL,FAMILY_INCOME_FROM_ALL_SOUR,HGC_DLI_XRND,ASSOCIATES_XRND,BA_XRND,BS_XRND,MASTERS_XRND,PROFDEGREE_XRND,TOTAL_FAMILY_INCOME_FR_ALL,VERSION_R29_XRND,HIGHEST_GRADE_OF_REGULAR_SC,MAR_10A,MAR_10B,SAMPLE_ID,MOTHER_RACE_ENCODED,SAMPLE_SEX,WKSWK_PCY,HRSWK_PCY,HGCREV79,TNFI_TRUNC,Q2_15A,Q2_15B,HGCREV80,ASVAB_1,ASVAB_2,ASVAB_3,ASVAB_4,ASVAB_5,ASVAB_6,ASVAB_7,ASVAB_8,ASVAB_9,ASVAB_10,ASVAB_11,ASVAB_12,AFQT_1,AFQT_2,AFQT_3,HGCREV81,HGCREV82,HGCREV83,HGCREV84,HGCREV85,HGCREV86,HGCREV87,HGCREV88,HGCREV89,HGCREV90,HGCREV91,HGCREV92,HGCREV93,HGCREV94,HGCREV96,Q2_15C,HGCREV98,HGCREV00,HGCREV02,HGCREV04,HGCREV06,HGCREV08,HGCREV10,HGCREV12,HGCREV14,HGCREV16,Q2_15A_PRE,HGC_EVER_XRND,HIGHEST_DEGREE_EVER_XRND
824,19702,3,197.0,3.0,2.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,1.0,2.0,6.0,,8.0,0.0,0.0,1.0,0.0,0.0,,532.0,,,,,3.0,,52.0,2080.0,,29750.0,52.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,,,,,,12.0,1.0
825,20001,-1,200.0,3.0,2.0,1983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,10.0,1.0,1.0,0.0,1.0,0.0,,532.0,,,,,3.0,,52.0,1330.0,,15400.0,46.0,48.0,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
826,20001,0,200.0,3.0,2.0,1983.0,4.0,5.0,,1.0,2.0,3.0,4.0,1.0,,,,,,,,,,8.0,14.0,14.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,10.0,1.0,1.0,0.0,1.0,0.0,,532.0,,,,,3.0,,0.0,0.0,,29999.0,52.0,39.0,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,12.0,1.0
827,20001,1,200.0,3.0,2.0,1983.0,4.0,3.75,,,,,,,,,,,,,,,,42.75,45.75,41.5,92.0,0.0,,,0.25,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,10.0,1.0,1.0,0.0,1.0,0.0,,532.0,,,,,3.0,,38.5,617.5,,26025.0,51.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,12.0,1.0
828,20001,2,200.0,3.0,2.0,1983.0,,,6.0,,,,,,,,,,,,,,,59.5,59.0,47.5,107.0,,,,,,,,3.5,,,,,,,,,,,,,,0.5,4.0,1.0,1.0,4.0,3.0,3.5,1.0,5.0,1.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,10.0,1.0,1.0,0.0,1.0,0.0,,532.0,,,,,3.0,,52.0,1430.0,,17187.5,52.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,,,,,,,,,,,,,12.0,1.0
829,20001,3,200.0,3.0,2.0,1983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0,2.0,,2.0,,,10.0,1.0,1.0,0.0,1.0,0.0,,532.0,,,,,3.0,,52.0,1560.0,,74000.0,52.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,,,,,,,,,12.0,1.0
830,20002,-1,200.0,3.0,2.0,1987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,7.0,1.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,0.0,0.0,,,52.0,8.0,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
831,20002,0,200.0,3.0,2.0,1987.0,,,,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,7.0,1.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,12.5,187.5,,52550.0,52.0,45.0,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,12.0,1.0
832,20002,1,200.0,3.0,2.0,1987.0,4.0,5.25,,,,,,2.25,,,,,,,,,,20.75,29.5,45.0,88.0,,,,0.25,1.0,2.0,3.25,,1.0,5.0,,,,,,,,,3.0,,,,,,,,,,,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,7.0,1.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,52.0,1365.0,,12681.25,52.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,,,,,,,,,,,,,12.0,1.0
833,20002,2,200.0,3.0,2.0,1987.0,,,3.0,,,,,,,,,,,,,,,46.5,59.5,52.5,103.0,,,,,,,,2.0,,,,,,,,1.0,,,,,,1.0,3.0,0.0,1.0,3.0,2.0,1.0,1.0,5.0,,,,4.0,4.0,,2.0,,,,1.0,5.0,,5.0,0.0,1.0,1.0,,,,,,,12.0,,,,,,,7.0,1.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,52.0,1872.0,,74000.0,52.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,,,,,,,,,,12.0,1.0
834,20002,3,200.0,3.0,2.0,1987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,-7.0,2.0,-7.0,,7.0,1.0,0.0,0.0,0.0,0.0,50000.0,532.0,,,,,3.0,,52.0,1144.0,,73000.0,52.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,,,,,,,12.0,1.0
835,20301,-1,203.0,1.0,2.0,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,532.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.0
836,20301,0,203.0,1.0,2.0,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,532.0,,,,,1.0,,-5.0,-5.0,,29071.0,52.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,13.0,,,,,,,,,,,,,,,,,13.0,1.0
837,20301,1,203.0,1.0,2.0,1986.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,532.0,,,,,1.0,,52.0,2290.0,,37900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,13.0,13.0,,,,,,,,,,,,,,13.0,1.0
838,20301,2,203.0,1.0,2.0,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,532.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.0
839,20301,3,203.0,1.0,2.0,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,532.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.0
840,20302,-1,203.0,1.0,2.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.0
841,20302,0,203.0,1.0,2.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,1.0,,52.0,2080.0,,32625.0,52.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,13.0,1.0
842,20302,1,203.0,1.0,2.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.0
843,20302,2,203.0,1.0,2.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.0
844,20302,3,203.0,1.0,2.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,1.0,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.0
845,20401,-1,204.0,1.0,1.0,1975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,532.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
846,20401,0,204.0,1.0,1.0,1975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,532.0,,,,8.0,1.0,2.0,0.0,0.0,11.0,4812.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
847,20401,1,204.0,1.0,1.0,1975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,532.0,,,,,1.0,,0.0,0.0,,5236.0,,,,51.0,0.0,16.0,13.0,21.0,11.0,22.0,18.0,12.0,4.0,6.0,7.0,22.0,22.0,17136.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
848,20401,2,204.0,1.0,1.0,1975.0,,,2.0,,,,,4.0,,,,,,,,,,78.0,82.0,62.0,141.0,1.0,3.0,,,,2.0,5.0,6.0,,,4.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,532.0,,,,,1.0,,0.0,0.0,,20496.0,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,12.0,1.0
849,20401,3,204.0,1.0,1.0,1975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,532.0,,,,,1.0,,49.0,3056.0,,9000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,11.0,11.0,11.0,,,,,,,,,,,,,,12.0,1.0
850,20402,-1,204.0,1.0,2.0,1984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,7.0,1.0,0.0,0.0,0.0,0.0,,532.0,,,,,1.0,,0.0,0.0,,5236.0,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
851,20402,0,204.0,1.0,2.0,1984.0,,,,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,7.0,1.0,0.0,0.0,0.0,0.0,,532.0,,,,,1.0,,-2.5,-2.5,,10245.5,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,12.0,1.0
852,20402,1,204.0,1.0,2.0,1984.0,4.0,5.0,,,,,,,,,,,,,,,,49.0,48.0,48.0,131.0,,,,0.0,0.0,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,7.0,1.0,0.0,0.0,0.0,0.0,,532.0,,,,,1.0,,37.5,2320.0,,13000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,11.0,11.0,,,,,,,,,,,,,,,12.0,1.0
853,20402,2,204.0,1.0,2.0,1984.0,,,3.0,,,,,,,,,,,,,,,66.0,78.0,67.0,132.0,,,,,,,,5.0,,,,,,,,,,,,,,1.0,4.0,1.0,1.0,4.0,3.0,4.0,1.0,5.0,1.0,1.0,1.0,0.0,4.0,,2.0,,,,1.0,1.0,,5.0,1.0,1.0,1.0,,,,,,,12.0,,,,,,,7.0,1.0,0.0,0.0,0.0,0.0,,532.0,,,,,1.0,,52.0,2600.0,,29000.0,0.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,,11.0,,,,,,,,,,,12.0,1.0
854,20402,3,204.0,1.0,2.0,1984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,1.0,0.0,,4.0,7.0,1.0,0.0,0.0,0.0,0.0,10000.0,532.0,,,,,1.0,,52.0,2080.0,,47600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,12.0,1.0
855,20501,-1,205.0,1.0,2.0,1978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,7.0,1.0,0.0,0.0,0.0,0.0,,532.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
856,20501,0,205.0,1.0,2.0,1978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,7.0,1.0,0.0,0.0,0.0,0.0,,532.0,,52.0,40.0,8.0,1.0,2.0,0.0,0.0,12.0,8448.5,50.5,40.0,12.0,51.0,1.0,5.0,8.0,6.0,6.0,26.0,39.0,2.0,8.0,7.0,7.0,6.0,4.0,5082.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
857,20501,1,205.0,1.0,2.0,1978.0,,,2.0,,,,,,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,23.0,23.0,23.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,7.0,1.0,0.0,0.0,0.0,0.0,,532.0,,,,,1.0,,0.0,0.0,,,51.0,42.5,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,12.0,1.0
858,20501,2,205.0,1.0,2.0,1978.0,,,-7.0,,,,,-7.0,,,,,,,,,,43.0,46.0,38.0,88.0,0.0,,,,,-7.0,-7.0,-7.0,,,-7.0,-7.0,-7.0,-7.0,-7.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,7.0,1.0,0.0,0.0,0.0,0.0,,532.0,,,,,1.0,,0.0,0.0,,,52.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,12.0,1.0
859,20501,3,205.0,1.0,2.0,1978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,7.0,1.0,0.0,0.0,0.0,0.0,,532.0,,,,,1.0,,0.0,0.0,,,25.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,,,,,,,,,,,,,12.0,1.0
860,20502,-1,205.0,1.0,1.0,1981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,7.0,1.0,0.0,0.0,0.0,0.0,,532.0,,,,,1.0,,0.0,0.0,,16900.0,52.0,40.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
861,20502,0,205.0,1.0,1.0,1981.0,4.0,4.0,,1.0,2.0,,,2.0,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,7.0,1.0,0.0,0.0,0.0,0.0,,532.0,,,,,1.0,,4.0,140.0,,18000.0,52.0,40.0,,51.0,1.0,5.0,8.0,6.0,6.0,26.0,39.0,2.0,8.0,7.0,7.0,6.0,4.0,5082.0,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
862,20502,1,205.0,1.0,1.0,1981.0,4.0,6.0,,,,,,,,,,,,,,,,21.0,27.0,23.0,,1.0,3.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,7.0,1.0,0.0,0.0,0.0,0.0,,532.0,,,,,1.0,,0.0,0.0,,,52.0,68.0,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,12.0,1.0
863,20502,2,205.0,1.0,1.0,1981.0,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,4.0,1.0,1.0,1.0,5.0,,,,,1.0,1.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,7.0,1.0,0.0,0.0,0.0,0.0,,532.0,,,,,1.0,,0.0,0.0,,,52.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,12.0,1.0
864,20502,3,205.0,1.0,1.0,1981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,7.0,1.0,0.0,0.0,0.0,0.0,,532.0,,,,,1.0,,0.0,0.0,,,52.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,12.0,12.0,,,,,,,,,,12.0,1.0
865,20503,-1,205.0,1.0,1.0,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,1.0,,0.0,0.0,,,50.0,40.0,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
866,20503,0,205.0,1.0,1.0,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,1.0,,0.0,0.0,,,52.0,68.0,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,12.0,1.0
867,20503,1,205.0,1.0,1.0,1986.0,4.0,6.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,1.0,,0.0,0.0,,,52.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,,,,,,,,,,,,,,12.0,1.0
868,20503,2,205.0,1.0,1.0,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,1.0,,0.0,0.0,,,52.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,12.0,12.0,,,,,,,,,,12.0,1.0
869,20503,3,205.0,1.0,1.0,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,1.0,0.5,5.0,,6.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,1.0,,52.0,2080.0,,,52.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,,,,,,,,12.0,1.0
870,20801,-1,208.0,3.0,2.0,1975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
871,20801,0,208.0,3.0,2.0,1975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,6.0,3.0,2.0,0.0,0.0,10.0,7800.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
872,20801,1,208.0,3.0,2.0,1975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,,532.0,,,,,3.0,,0.0,0.0,,6284.0,24.0,13.0,,51.0,0.0,14.0,10.0,22.0,8.0,31.0,40.0,7.0,5.0,12.0,6.0,22.0,18.0,10352.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
