id,period,MPUBID_XRND,CRACE_XRND,CSEX_XRND,CYRB_XRND,HGC_OF_MOTHER_AS_OF_MAY_1_R,HOW_MANY_BOOKS,HOW_OFTEN_MOM_READS,HOW_OFT_CH_EATS_W,MOM_HELPS_CH_LEARN_NUMBERS,MOM_HELPS_CH_LEARN_ALPHABET,MOM_HELPS_CH_LEARN_COLORS,MOM_HELPS_CH_LEARN_SHAPES,HOW_OFT_CH_TAKEN_TO_MUSEUM,MUSIC_INSTMT_CH,CH_GET_SPEC_LESSON,HOW_OFT_CH_TAKEN_TO_PERFORMANCE,HOW_OFT_CH_SPEND_TIME_W_DAD,HOW_OFT_CH_W_DAD_OUTDOORS,DO_PARS_DISCUSS_TV,PIAT_MATH,PIAT_READ_REC,PIAT_READ_COMP,PPVT,CHILD_EVER_ENROLLED_IN_HEAD,HOW_LONG_CHILD_WAS_IN_HEAD,IF_LOW_GRADES,TYPE_OF_SCHOOL,CH_ATTENDS_PUBLIC_PRIV_RELI,CHILD_AGE_WHEN_1ST_ATTD_HEA,IS_SCHOOL_GIFTED_HANDICAPPED,OWN_A_HOME_COMPUTER,PARS_HELP_W_HOMEWORK,DOES_CHILD_USE_ANY_COMPUTER,MOMHGC_EVER_XRND,HGC_YEARLY_CHILD,HGC_DLI_XRND,ASSOCIATES_XRND,BA_XRND,BS_XRND,MASTERS_XRND,PROFDEGREE_XRND,UNEMPR_TOTAL,UNEMPSP_TOTAL,AFDC_TOTAL,FDSTMPS_TOTAL,SSI_TOTAL,WELFARE_AMT,MOTHER_BIRTH_MONTH,MOTHER_BIRTH_YEAR,SPOUSE_WKSWK_PCY,SPOUSE_HRSWK_PCY,LABOR_INCOME,MOM_RACE,URBAN_RURAL,WKSWK_PCY,HRSWK_PCY,HGC_REV_MOM,TNFI_TRUNC,ASVAB_1,ASVAB_2,ASVAB_3,ASVAB_4,ASVAB_5,ASVAB_6,ASVAB_7,ASVAB_8,ASVAB_9,ASVAB_10,ASVAB_11,ASVAB_12,AFQT_1,AFQT_2,AFQT_3,HGC_EVER_MOM_XRND,HIGHEST_DEGREE_EVER_MOM_XRND,NUM_OLDER_SIBLINGS,NUM_CHILDREN,TRANSFER_INCOME,MOTHER_AGE
303.0,-1,3.0,3.0,2.0,1986.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,52.0,50.0,1980.3320927569423,3.0,1.0,23.0,460.0,10.0,29400.314915545376,,,,,,,,,,,,,,,,12.0,1.0,2.0,3.0,,
303.0,0,3.0,3.0,2.0,1986.0,10.0,20.0,1.0,4.0,1.0,1.0,1.0,1.0,0.1346153846153846,,,,,,,15.0,16.0,16.0,61.0,0.0,,,1.0,4.0,,5.0,1.0,,,12.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,,11484.650443744633,,389.0262747717659,625.6799312911538,539.5105767089735,,,43.666666666666664,48.166666666666664,3806.58936921462,3.0,1.0,14.166666666666666,676.3333333333334,10.0,43554.74992842829,,,,,,,,,,,,,,,,12.0,1.0,2.0,3.0,10263.020071889812,
303.0,1,3.0,3.0,2.0,1986.0,11.5,20.0,4.75,4.0,,,,,0.1346153846153846,1.0,1.0,0.028846153846153848,1.0,4.0,1.0,23.5,23.0,20.0,92.5,0.0,,5.0,1.0,4.0,,5.0,1.0,,,12.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,,5003.110220440883,,815.414925088272,625.6799312911538,815.414925088272,,,52.0,57.25,16763.312338963646,3.0,1.0,19.125,882.5,11.5,56816.74062410536,,,,,,,,,,,,,,,,12.0,1.0,2.0,3.0,799.0292966886155,
303.0,2,3.0,3.0,2.0,1986.0,12.0,20.0,,2.492059838895282,,,,,0.1346153846153846,1.0,1.0,0.10288461538461538,1.0,2.5,1.0,40.0,40.0,38.0,108.0,0.0,,5.0,1.0,3.0,,5.0,1.0,,,12.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,,5003.110220440883,,1391.0396030155553,625.6799312911538,1391.0396030155553,,,49.9,47.0,28710.621242484973,3.0,1.0,19.6,1171.2,12.0,144238.906384197,,,,,,,,,,,,,,,,12.0,1.0,2.0,3.0,1372.4973757037887,
303.0,3,3.0,3.0,2.0,1986.0,12.0,20.0,,4.0,,,,,0.1346153846153846,1.0,1.0,0.1346153846153846,1.0,1.0,1.0,40.0,40.0,38.0,108.0,0.0,,5.0,1.0,1.1,,5.0,1.0,,,12.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,,5003.110220440883,,1877.1226643763723,625.6799312911538,1877.1226643763723,,,33.7,40.0,0.0,3.0,1.0,5.2,364.0,12.0,156216.4328657315,,,,,,,,,,,,,,,,12.0,1.0,2.0,3.0,1856.7593090943792,
401.0,-1,4.0,3.0,1.0,1980.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,8.0,62.0,,,,3.0,1.0,0.0,0.0,9.0,22390.0,,,,,,,,,,,,,,,,14.0,1.0,0.0,2.0,,1917.0
401.0,0,4.0,3.0,1.0,1980.0,10.333333333333334,20.0,3.0,0.0,,,,,0.1346153846153846,,,,,,,35.0,33.0,49.0,97.0,0.0,,,1.0,1.0,,,,1.5,,14.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,12781.054680790154,,3288.358335719057,965.0005725737191,,4253.3589082927765,8.0,62.0,49.94871794871795,67.07692307692308,262.0815917549385,3.0,1.0,3.0,75.0,10.333333333333334,12004.18527531253,51.0,0.0,15.0,18.0,29.0,12.0,46.0,62.0,11.0,10.0,10.0,10.0,62.0,48.0,55761.0,14.0,1.0,0.0,2.0,4242.063173966982,1919.0
401.0,1,4.0,3.0,1.0,1980.0,14.0,20.0,3.0,0.0,,,,,0.1346153846153846,0.0,1.0,0.0,6.0,,1.0,38.5,44.5,49.0,104.5,0.0,,1.0,1.0,1.0,,,,1.5,,14.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,12781.054680790152,,2498.265101631835,685.4995705697108,,3183.7646722015456,8.0,62.0,50.03846153846154,72.6923076923077,28176.989693673062,3.0,1.0,41.25,1671.0,14.0,29045.387202977385,51.0,0.0,15.0,18.0,29.0,12.0,46.0,62.0,11.0,10.0,10.0,10.0,62.0,48.0,55761.0,14.0,1.0,0.0,2.0,9168.741983967937,1919.0
401.0,2,4.0,3.0,1.0,1980.0,14.0,20.0,,0.0,,,,,0.1346153846153846,0.0,1.0,0.0,6.0,,1.0,42.0,56.0,49.0,112.0,0.0,,1.0,1.0,1.0,,,,1.5,,14.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,12781.054680790152,,2498.265101631835,685.4995705697108,,3183.7646722015456,8.0,62.0,51.07692307692308,55.38461538461538,46002.51932436302,3.0,1.0,36.4,1317.4666666666667,14.0,51437.219352991706,51.0,0.0,15.0,18.0,29.0,12.0,46.0,62.0,11.0,10.0,10.0,10.0,62.0,48.0,55761.0,14.0,1.0,0.0,2.0,12767.040366447181,1919.0
401.0,3,4.0,3.0,1.0,1980.0,14.0,20.0,,0.0,,,,,0.1346153846153846,0.0,1.0,0.0,6.0,,1.0,42.0,56.0,49.0,112.0,0.0,,1.0,1.0,1.0,,,,1.5,,14.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,12781.054680790152,,2498.265101631835,685.4995705697108,,3183.7646722015456,8.0,62.0,51.95384615384616,40.76923076923077,53387.202977383335,3.0,1.0,46.0,1798.9333333333332,14.0,109790.09447466364,51.0,0.0,15.0,18.0,29.0,12.0,46.0,62.0,11.0,10.0,10.0,10.0,62.0,48.0,55761.0,14.0,1.0,0.0,2.0,12767.040366447181,1919.0
