id,CHILD_EVER_ENROLLED_IN_HEAD,HOW_LONG_CHILD_WAS_IN_HEAD,TRANSFER_INCOME,CHILD_AGE_WHEN_1ST_ATTD_HEA,HGC_YEARLY_CHILD,PROFDEGREE_XRND,HGC_DLI_XRND,ASSOCIATES_XRND,BA_XRND,BS_XRND,MASTERS_XRND,HGC_REV_MOM,ASVAB_2,AFQT_2,ASVAB_9,AFQT_1,MOM_SAMPLE_ID,URBAN_RURAL,ASVAB_5,ASVAB_8,MOM_RACE,AFQT_3,ASVAB_7,HGC_OF_MOTHER_AS_OF_MAY_1_R,MOMHGC_EVER_XRND,ASVAB_1,MOM_SEX,ASVAB_10,HGC_EVER_MOM_XRND,ASVAB_12,ASVAB_3,ASVAB_11,ASVAB_6,ASVAB_4,HIGHEST_DEGREE_EVER_MOM_XRND,CYRB_XRND,VERSION_R29_XRND,MPUBID_XRND,CSEX_XRND,CRACE_XRND,HOW_MANY_BOOKS_P0,HOW_MANY_BOOKS_P1,HOW_MANY_BOOKS_P2,HOW_MANY_BOOKS_P3,HOW_OFTEN_MOM_READS_P0,HOW_OFTEN_MOM_READS_P1,HOW_OFT_CH_EATS_W_P0,HOW_OFT_CH_EATS_W_P1,HOW_OFT_CH_EATS_W_P2,HOW_OFT_CH_EATS_W_P3,MOM_HELPS_CH_LEARN_NUMBERS_P0,MOM_HELPS_CH_LEARN_ALPHABET_P0,MOM_HELPS_CH_LEARN_COLORS_P0,MOM_HELPS_CH_LEARN_SHAPES_P0,HOW_OFT_CH_TAKEN_TO_MUSEUM_P0,HOW_OFT_CH_TAKEN_TO_MUSEUM_P1,HOW_OFT_CH_TAKEN_TO_MUSEUM_P2,HOW_OFT_CH_TAKEN_TO_MUSEUM_P3,MUSIC_INSTMT_CH_P1,MUSIC_INSTMT_CH_P2,MUSIC_INSTMT_CH_P3,CH_GET_SPEC_LESSON_P1,CH_GET_SPEC_LESSON_P2,CH_GET_SPEC_LESSON_P3,HOW_OFT_CH_TAKEN_TO_PERFORMANCE_P1,HOW_OFT_CH_TAKEN_TO_PERFORMANCE_P2,HOW_OFT_CH_TAKEN_TO_PERFORMANCE_P3,HOW_OFT_CH_SPEND_TIME_W_DAD_P1,HOW_OFT_CH_SPEND_TIME_W_DAD_P2,HOW_OFT_CH_SPEND_TIME_W_DAD_P3,HOW_OFT_CH_W_DAD_OUTDOORS_P1,HOW_OFT_CH_W_DAD_OUTDOORS_P2,HOW_OFT_CH_W_DAD_OUTDOORS_P3,DO_PARS_DISCUSS_TV_P1,DO_PARS_DISCUSS_TV_P2,DO_PARS_DISCUSS_TV_P3,PIAT_MATH_P0,PIAT_MATH_P1,PIAT_MATH_P2,PIAT_MATH_P3,PIAT_READ_REC_P0,PIAT_READ_REC_P1,PIAT_READ_REC_P2,PIAT_READ_REC_P3,PIAT_READ_COMP_P0,PIAT_READ_COMP_P1,PIAT_READ_COMP_P2,PIAT_READ_COMP_P3,PPVT_P0,PPVT_P1,PPVT_P2,PPVT_P3,IF_LOW_GRADES_P1,IF_LOW_GRADES_P2,IF_LOW_GRADES_P3,TYPE_OF_SCHOOL_P0,TYPE_OF_SCHOOL_P1,TYPE_OF_SCHOOL_P2,TYPE_OF_SCHOOL_P3,CH_ATTENDS_PUBLIC_PRIV_RELI_P0,CH_ATTENDS_PUBLIC_PRIV_RELI_P1,CH_ATTENDS_PUBLIC_PRIV_RELI_P2,CH_ATTENDS_PUBLIC_PRIV_RELI_P3,IS_SCHOOL_GIFTED_HANDICAPPED_P0,IS_SCHOOL_GIFTED_HANDICAPPED_P1,IS_SCHOOL_GIFTED_HANDICAPPED_P2,IS_SCHOOL_GIFTED_HANDICAPPED_P3,OWN_A_HOME_COMPUTER_P0,OWN_A_HOME_COMPUTER_P1,OWN_A_HOME_COMPUTER_P2,OWN_A_HOME_COMPUTER_P3,PARS_HELP_W_HOMEWORK_P0,PARS_HELP_W_HOMEWORK_P1,PARS_HELP_W_HOMEWORK_P2,PARS_HELP_W_HOMEWORK_P3,DOES_CHILD_USE_ANY_COMPUTER_P0,DOES_CHILD_USE_ANY_COMPUTER_P1,DOES_CHILD_USE_ANY_COMPUTER_P2,DOES_CHILD_USE_ANY_COMPUTER_P3,UNEMPR_TOTAL_P-1,UNEMPR_TOTAL_P0,UNEMPR_TOTAL_P1,UNEMPR_TOTAL_P2,UNEMPR_TOTAL_P3,UNEMPSP_TOTAL_P-1,UNEMPSP_TOTAL_P0,UNEMPSP_TOTAL_P1,UNEMPSP_TOTAL_P2,UNEMPSP_TOTAL_P3,AFDC_TOTAL_P-1,AFDC_TOTAL_P0,AFDC_TOTAL_P1,AFDC_TOTAL_P2,AFDC_TOTAL_P3,FDSTMPS_TOTAL_P-1,FDSTMPS_TOTAL_P0,FDSTMPS_TOTAL_P1,FDSTMPS_TOTAL_P2,FDSTMPS_TOTAL_P3,SSI_TOTAL_P-1,SSI_TOTAL_P0,SSI_TOTAL_P1,SSI_TOTAL_P2,SSI_TOTAL_P3,WELFARE_AMT_P-1,WELFARE_AMT_P0,WELFARE_AMT_P1,WELFARE_AMT_P2,WELFARE_AMT_P3,MOTHER_BIRTH_MONTH_P-1,MOTHER_BIRTH_MONTH_P0,MOTHER_BIRTH_MONTH_P1,MOTHER_BIRTH_MONTH_P2,MOTHER_BIRTH_MONTH_P3,MOTHER_BIRTH_YEAR_P-1,MOTHER_BIRTH_YEAR_P0,MOTHER_BIRTH_YEAR_P1,MOTHER_BIRTH_YEAR_P2,MOTHER_BIRTH_YEAR_P3,SPOUSE_WKSWK_PCY_P-1,SPOUSE_WKSWK_PCY_P0,SPOUSE_WKSWK_PCY_P1,SPOUSE_WKSWK_PCY_P2,SPOUSE_WKSWK_PCY_P3,SPOUSE_HRSWK_PCY_P-1,SPOUSE_HRSWK_PCY_P0,SPOUSE_HRSWK_PCY_P1,SPOUSE_HRSWK_PCY_P2,SPOUSE_HRSWK_PCY_P3,LABOR_INCOME_P-1,LABOR_INCOME_P0,LABOR_INCOME_P1,LABOR_INCOME_P2,LABOR_INCOME_P3,WKSWK_PCY_P-1,WKSWK_PCY_P0,WKSWK_PCY_P1,WKSWK_PCY_P2,WKSWK_PCY_P3,HRSWK_PCY_P-1,HRSWK_PCY_P0,HRSWK_PCY_P1,HRSWK_PCY_P2,HRSWK_PCY_P3,TNFI_TRUNC_P-1,TNFI_TRUNC_P0,TNFI_TRUNC_P1,TNFI_TRUNC_P2,TNFI_TRUNC_P3,NUM_OLDER_SIBLINGS_P-1,NUM_OLDER_SIBLINGS_P0,NUM_OLDER_SIBLINGS_P1,NUM_OLDER_SIBLINGS_P2,NUM_OLDER_SIBLINGS_P3,NUM_CHILDREN_P-1,NUM_CHILDREN_P0,NUM_CHILDREN_P1,NUM_CHILDREN_P2,NUM_CHILDREN_P3,MOTHER_AGE_P-1,MOTHER_AGE_P0,MOTHER_AGE_P1,MOTHER_AGE_P2,MOTHER_AGE_P3
837602.0,1.0,17.5,51074.32235900372,5.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,,,,,,1.0,,,1.0,,,12.0,12.0,,,,12.0,,,,,,1.0,1987.0,532.0,8376.0,2.0,1.0,,,5.0,,,2.075373993095512,,,7.0,,,,,,,,,,,0.0,,,0.0,,,0.0,,,7.0,,,,,,1.0,,,18.0,,,,28.0,,,,27.0,,,32.0,62.0,,,,4.0,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,0.8075373993095512,,,,,,,,,,,,,,,,,6419.577440595477,5372.476266819353,2896.0675636988267,,4716.032851417121,7263.826939593474,4250.062410535357,11608.667220154597,,7498.484969939881,8685.73833381048,5865.552247351848,8620.71102204409,,7215.527841397081,20764.248353850562,15488.090924706557,18839.277011165188,,,,,,,,,,,44.0,38.0,46.0,,,36.0,35.333333333333336,40.0,,,936.5015745777268,0.0,0.0,0.0,4937.555110220441,7.0,0.0,0.0,0.0,22.2,412.0,0.0,0.0,0.0,374.4,11401.906670483824,17432.76289722302,46160.8814772402,40362.978700257656,42356.33644431721,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,,,,,
837603.0,1.0,24.0,60.92184368737475,3.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,,,,,,1.0,,,1.0,,,12.0,12.0,,,,12.0,,,,,,1.0,1990.0,532.0,8376.0,1.0,1.0,,,5.0,,,7.0,,,,,1.0,1.0,1.0,1.0,,,0.014423076923076922,,,0.5,,,0.0,,,0.014423076923076922,,,,,,,,,1.0,,,9.75,8.0,,,5.75,12.0,,,5.75,12.0,,4.25,9.25,,,,2.5,,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,0.0,,,,,0.8075373993095512,,,0.0,,,,,,,,,,,,,3095.273403950759,6397.668336673348,4605.619238476955,,700.7157171485829,7683.622005916596,4590.340681362726,8412.44368737475,13333.503738906385,,7398.4858860578315,6660.59089607787,7018.127683939308,9938.817768107645,700.7157171485829,14880.784712281711,17648.599914113944,16908.44884053822,23272.321507014032,,,,,,,,,,,30.0,45.0,,,,36.0,36.8,,,,0.0,0.0,0.0,1446.8537074148298,10301.881017749787,0.0,0.0,0.0,6.3,40.25,0.0,0.0,0.0,94.5,716.625,10510.735757228744,31739.788052295073,46581.59063364825,39187.62935394599,53539.897032636705,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,,,,,
837604.0,1.0,24.0,60.92184368737475,4.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,12.0,,,,,,1.0,,,1.0,,,12.0,12.0,,,,12.0,,,,,,1.0,1991.0,532.0,8376.0,2.0,1.0,,,10.0,,,1.1507479861910241,,,,,,,,,,,0.028846153846153848,,,0.5,,,0.0,,,0.014423076923076922,,,,,,,,,0.5,,,22.0,,,,28.5,,,,27.0,,,11.0,55.0,,,,4.5,,,,1.0,,,,,1.3,,,,,,,0.0,,,,,0.9,,,0.0,,,,,,,,,,,,,6419.577440595477,6711.395505296307,2176.250501002004,,8824.964214142574,7682.631453382957,5308.541368451189,6077.555625536789,16662.533839106785,,8289.98721252028,7327.259519038077,3939.347838534211,12418.454932722589,8824.964214142574,19182.40738620098,19347.196392785572,8630.162095619813,29080.98877182938,,,,,,,,,,,44.0,45.25,,,,36.0,37.0,,,,0.0,0.0,0.0,2931.9438877755515,14542.296332092757,0.0,0.0,0.0,13.0,29.4,0.0,0.0,0.0,208.8,529.2,11766.618952190098,40038.59127779369,40767.423489836816,40391.34165473805,66848.31318866306,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,,,,,
837605.0,1.0,7.0,60.92184368737475,4.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,,,,,,1.0,,,1.0,,,12.0,12.0,,,,12.0,,,,,,1.0,1993.0,532.0,8376.0,1.0,1.0,,,5.0,,,0.0,,,0.0,,,,,,0.028846153846153848,0.01682692307692308,0.001201923076923077,,,0.0,,,0.5,,,0.0,,,2.0,,,,,,1.0,,5.0,48.0,,,8.0,43.0,,,8.0,42.0,,,36.0,81.33333333333334,,,,5.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,0.3452243958573072,,,0.0,,,,,,,,,,,,,6352.8841683366745,5580.109504723734,362.22874320068706,,7762.038362439166,6431.2238763240775,6585.373174921273,8689.424506155166,19475.714113942176,10102.591468651592,8103.44097719248,5953.192098482681,6952.540967649586,13113.215619811053,17864.62983109076,19828.73499379712,16027.999856856572,14331.65513884913,32588.92973375323,,,,,,,,,,,42.0,46.0,,,,32.0,40.0,,,,0.0,0.0,0.0,7189.693321500144,12463.396597766965,0.0,0.0,0.0,30.7,11.7,0.0,0.0,0.0,527.4,210.6,35426.73919267106,45258.35170340681,38523.98463593855,45841.3610333047,67876.60774692243,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,,,,,
837701.0,0.0,,19.687947323217866,,11.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0,5.0,5.0,,1.0,12.0,9.0,1.0,8910.0,12.0,11.0,12.0,53.0,,4.0,12.0,5.0,5.0,7.0,4.0,11.0,1.0,1982.0,532.0,8377.0,1.0,1.0,,,15.0,,,1.0,,,3.5,,1.0,1.0,,1.0,,,0.0673076923076923,,,0.0,,,0.0,,,0.08173076923076923,,,6.5,,,7.0,,,0.0,,,7.0,18.0,,,8.0,20.0,,,8.0,19.0,,12.833333333333332,40.166666666666664,,,,3.0,,,,,1.0,,,1.0,,,,3.0,,,,,,,,,0.75,,,,,,,,,,,,,,,,2203.3460253841017,4938.990767248783,4515.94474663613,2297.3499379711807,,955.741745395553,3168.1042799885486,2328.103349556256,1456.563126252505,,,8776.229029487547,7927.0473518465515,4314.564366828897,,2945.3193148201167,10088.462696822216,14073.984769539082,7538.470273881095,12.0,,,,,60.0,,,,,52.0,52.0,51.5,,,71.0,76.16666666666667,66.75,,,0.0,379.8175398415879,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,13037.276839393075,17181.560358812865,19123.139421700544,15146.672430575438,17467.992556541656,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1921.0,,,,
837702.0,0.0,,19.687947323217866,,7.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,,,,,,1.0,,,1.0,,,11.0,12.0,,,,12.0,,,,,,1.0,1983.0,532.0,8377.0,2.0,1.0,,,15.0,,,1.0,,,3.5,,,,,,,,0.11507479861910243,,,0.0,,,0.5,,,0.0,,,6.5,,,,,,0.0,,,27.0,,,,35.0,,,,27.0,,,15.0,67.0,,,,4.5,,,,,1.0,,,1.0,,,,1.0,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,705.7887202977383,2808.0665855520565,5282.483645863155,3375.5922702547955,3442.864300028629,407.18580017177214,1617.6366304036644,3614.77644574864,1810.1958202118526,912.0216432865731,,,9266.116232464932,5881.263441168051,6463.361007729746,1112.9745204695105,3805.2833953621534,13553.656283996566,10051.93655883195,11296.059261379902,,,,,,,,,,,52.0,52.0,51.5,52.0,52.0,84.0,74.66666666666667,65.72727272727272,67.63636363636364,62.18181818181817,0.0,379.8175398415879,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,25761.28829086745,16077.033400133601,16781.66447180075,16402.213226452906,10186.67334669339,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,
838301.0,1.0,17.5,6993.220727168623,,11.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,1.0,6.0,8.0,11.0,14.0,1.0,13.0,44.0,1.0,5264.0,28.0,11.0,12.0,51.0,2.0,2.0,12.0,5.0,5.0,9.0,7.0,8.0,1.0,1980.0,532.0,8383.0,1.0,1.0,,,2.5,,,0.8630609896432682,,,0.0,,,,1.0,,,,0.014423076923076922,,,0.0,,,0.0,,,0.12949787554217937,,,6.0,,,,,,0.5,,,31.5,61.0,,,32.0,58.0,,,29.5,53.0,,,73.5,,,,3.0,,,,,1.0,,,1.0,,,,1.0,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,2576.195934726596,5219.482965931865,5629.654967077011,1809.506155167478,,5550.855768680218,3419.353277984541,5021.076209561982,1298.596478671629,,3346.7168622960207,3636.913350510545,1455.3613894455577,0.9934154022330376,,8311.177326080733,9729.860578299456,10009.183509876897,1753.969725164615,8.0,8.0,,,,60.0,60.0,,,,,,,,52.0,,,,,40.0,0.0,1131.8807138085697,0.0,0.0,0.0,0.0,16.5,0.0,0.0,3.5,0.0,333.6666666666667,0.0,0.0,105.0,7500.0,13474.684034736141,7987.643859146865,13053.247523618667,6501.023475522474,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1919.0,1921.0,,,
838302.0,0.0,,478.2338963641569,,11.0,0.0,7.0,1.0,0.0,0.0,0.0,12.0,,,,,,1.0,,,1.0,,,12.0,12.0,,,,12.0,,,,,,1.0,1988.0,532.0,8383.0,1.0,1.0,,,5.0,,,0.9503739930955121,,,0.0,,1.0,1.0,1.0,,,,0.0,,,0.0,,,0.0,,,0.0,,,6.0,,,,,,0.0,,,36.0,45.0,,,31.0,59.0,,,40.5,53.0,,34.5,,,,,1.5,,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,0.3,,,,,0.3452243958573072,,,,,,,,,,,,,,,4488.168336673347,6161.0337818494145,1604.3658746063559,4028.2994560549673,,2658.2284569138274,5227.977097051246,1105.077297452047,1233.2198683080449,,,,0.9934154022330376,,,7146.396793587174,11389.01087890066,553.3756799312912,2441.709705124535,,,,,,,,,,,,,,52.0,52.0,,,,40.0,40.0,,0.0,0.0,0.0,23259.18980818781,38867.96807901517,0.0,0.0,3.5,36.4,52.0,0.0,0.0,105.0,1456.0,2080.0,,11304.643572860006,9900.133123389634,25379.65508159176,41266.18379616376,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,
838701.0,0.0,,844.0426567420557,,,,,,,,,11.0,,,,,,1.0,,,1.0,,,11.0,14.0,,,,14.0,,,,,,1.0,1983.0,532.0,8387.0,1.0,1.0,,,20.0,,,2.075373993095512,,,4.0,,,,,,,,0.028846153846153848,,,1.0,,,1.0,,,0.028846153846153848,,,5.0,,,0.057692307692307696,,,1.0,,,32.0,,,,39.0,,,,43.0,,,45.0,110.0,,,,5.0,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,323.12610936158035,159.05367878614373,248.61694818207846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,51.0,,,,40.0,40.0,,,4343.315201832236,11646.182841874223,14345.347838534213,21208.517034068136,,50.0,45.666666666666664,43.0,38.5,,1440.0,1533.8333333333333,1494.0,1099.5,,40718.58001717721,41088.44832522187,18417.83066132265,26501.30224735185,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,
838901.0,0.0,,2563.169768107644,,10.0,0.0,10.0,0.0,0.0,1.0,1.0,12.0,1.0,15.0,9.0,25.0,,1.0,20.0,54.0,1.0,13984.0,41.0,12.0,13.0,51.0,,5.0,13.0,5.0,10.0,12.0,5.0,13.0,1.0,1982.0,532.0,8389.0,2.0,1.0,,,5.0,,,1.0,,,10.5,,1.0,1.0,1.0,1.0,,,0.0,,,0.0,,,0.5,,,0.11507479861910243,,,1.0,,,7.0,,,1.0,,,26.0,63.0,,,33.0,53.0,,,33.5,51.0,,22.166666666666664,70.83333333333333,,,,4.0,,,,,1.0,,,1.0,,,,1.0,,,,0.0,,,,,0.23014959723820483,,,,,,,466.34010878900665,143.48926424277127,,,3666.317969271877,3549.2728313770394,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,59.0,,,,,,51.166666666666664,48.0,49.9,52.0,,40.0,40.0,41.6,,2912.3675923275127,8192.733085218055,26171.872316060697,38385.42227311766,37372.394789579164,39.0,27.333333333333332,36.25,52.0,52.0,1420.0,970.6666666666666,1450.0,2080.0,2080.0,15802.759805324938,39389.43067086555,55586.88519896937,75578.57200114515,42383.20211852277,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,1922.0,,,,
838902.0,0.0,,35.333524191239626,,10.0,0.0,6.0,0.0,0.0,0.0,0.0,13.0,,,,,,1.0,,,1.0,,,13.0,13.0,,,,13.0,,,,,,1.0,1985.0,532.0,8389.0,1.0,1.0,,,5.0,,,0.1346153846153846,,,7.115074798619102,,,,,,,,0.0,,,0.0,,,1.0,,,0.0,,,1.5,,,7.0,,,0.5,,8.0,47.0,,,11.0,35.0,,,11.0,35.0,,,29.0,71.0,,,,4.0,,,,,,,,1.0,1.0,,,1.0,,,,0.0,,,,,0.11507479861910243,,,,,,502.2124248496995,251.10621242484973,20.409046664758087,27.775551102204407,,3872.8191621337915,2578.6338391067848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,48.5,49.75,51.625,,40.0,40.0,42.0,40.0,,0.0,17552.137608550434,41719.33867735472,35500.7099914114,53937.89292871459,0.0,38.5,51.5,52.0,38.5,0.0,1417.3333333333333,2060.0,2080.0,1498.4,,47062.7256799313,75653.21428571429,55354.43172058403,52715.001431434306,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,,,,,
838903.0,0.0,,35.333524191239626,,11.0,0.0,8.0,0.0,0.0,1.0,0.0,13.0,,,,,,1.0,,,1.0,,,13.0,13.0,,,,13.0,,,,,,1.0,1990.0,532.0,8389.0,2.0,1.0,,,5.0,,,0.8967148357971142,,,4.0,,1.0,1.0,1.0,1.0,,,0.014423076923076922,,,0.5,,,0.0,,,0.014423076923076922,,,2.0,,,0.5288461538461539,,,1.0,,,45.5,52.0,,,48.0,70.0,,,44.5,50.0,,,79.5,,,,4.0,,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,0.0,,,,,0.11507479861910243,,,1.0,,,,7.5751503006012015,27.775551102204407,,,2578.6338391067848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,50.25,52.0,52.0,52.0,40.0,41.333333333333336,40.0,40.0,40.0,14014.314342971658,38037.62763622484,35795.39793873462,53937.89292871459,46261.04480389351,26.0,50.666666666666664,52.0,38.5,46.375,1040.0,2026.6666666666667,2080.0,1498.4,1855.0,45266.23532779846,72024.83824792443,50827.819925565425,65687.3224162611,144452.06226739194,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,,,,,
839101.0,0.0,,3664.1986830804476,,11.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,1.0,36.0,4.0,49.0,14.0,1.0,27.0,65.0,1.0,28111.0,43.0,12.0,12.0,51.0,2.0,8.0,12.0,6.0,11.0,6.0,9.0,18.0,1.0,1980.0,532.0,8391.0,1.0,1.0,,,18.5,,,0.1346153846153846,,,0.0,,1.0,1.0,1.0,1.0,,,0.008653846153846154,,,0.0,,,0.0,,,0.008653846153846154,,,5.7,,,0.057692307692307696,,,0.7,,,33.5,52.0,,,40.5,64.0,,,40.5,64.0,,,92.5,,,,3.8,,,,,5.5,,,1.0,,,,1.0,,,,0.0,,,,,0.8075373993095512,,,,,,,3505.3303750357863,3678.906956770685,,,745.8193529916978,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,,,,57.0,57.0,,,,,52.0,52.0,,,,40.0,43.333333333333336,,,5877.0,19865.450520087794,40465.39507586602,45201.55453764672,72969.13935012883,52.0,48.666666666666664,50.0,47.6,51.625,2080.0,2063.3333333333335,2515.0,1981.2,2503.125,20000.0,41296.43962210135,56371.243773260816,54050.65628399657,89706.08352419124,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,1922.0,1924.0,,,
839102.0,0.0,,3664.1986830804476,,10.0,0.0,6.0,0.0,0.0,0.0,0.0,12.0,,,,,,1.0,,,1.0,,,12.0,12.0,,,,12.0,,,,,,1.0,1984.0,532.0,8391.0,2.0,1.0,,,20.0,,,1.5673076923076925,,,2.8,,1.0,1.0,1.0,1.0,,,0.028846153846153844,,,0.0,,,0.0,,,0.008653846153846154,,,6.4,,,7.0,,,0.6,,,40.5,51.0,,,31.5,58.0,,,31.5,52.0,,39.0,83.0,,,,5.0,,,,,,,,1.0,1.0,,,1.0,,,,0.7,,,,,0.34522439585730724,,,,,,3505.3303750357863,3678.906956770685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,52.0,,,,40.0,42.0,,,,26729.458917835676,37343.73089035213,46325.46521614658,66516.49384483251,130240.98053249357,52.0,49.5,46.5,51.7,51.875,2295.0,2404.1666666666665,1956.5,2418.5,2524.375,43632.32464929861,54889.9603015555,54104.27726882337,82532.10128829088,149323.26510163187,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,,,,,
839103.0,1.0,7.0,3664.1986830804476,5.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,,,,,,1.0,,,1.0,,,12.0,12.0,,,,12.0,,,,,,1.0,1987.0,532.0,8391.0,1.0,1.0,,,15.0,,,0.1346153846153846,,,0.0,,,,,,,,,,,0.0,,,0.0,,,0.0,,,6.0,,,,,,0.0,,,20.0,,,,22.0,,,,21.0,,,24.0,71.0,,,,5.0,,,,,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,1.1535673187571922,,,,,,3592.1186659032355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,45.0,,,,35118.809046664755,46529.81677640997,48117.61916690524,108099.5230460922,180162.61093615805,52.0,48.166666666666664,50.25,51.6,52.0,2340.0,2291.0,2205.0,2410.0,2496.0,63213.85628399656,57637.08273690238,59395.170555396515,126553.50506727742,203338.3040366447,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,,,,,
839104.0,0.0,,,,,,,,,,,12.0,,,,,,1.0,,,1.0,,,12.0,12.0,,,,12.0,,,,,,1.0,1992.0,532.0,8391.0,1.0,1.0,,,15.0,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.023437500000000003,0.007211538461538462,,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68041.91239622101,50977.22134745682,115234.82250214717,180162.61093615805,288701.40280561126,37.0,50.75,51.625,52.0,52.0,1606.0,2242.9166666666665,2373.125,2496.0,2340.0,82636.12940166047,63449.41258707892,133976.37990266248,203338.3040366447,303632.93014600634,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,
839301.0,0.0,,8884.278270827368,,8.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,11.0,6.0,17.0,,1.0,18.0,49.0,1.0,6147.0,37.0,10.0,12.0,51.0,,6.0,12.0,4.0,14.0,8.0,6.0,8.0,8.0,1981.0,532.0,8393.0,2.0,1.0,,,20.0,,,1.1507479861910241,,,5.5,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,,4.0,,,1.0,,,31.0,,,,28.0,,,,34.0,,,,85.0,,,,5.0,,,,,1.0,,,1.0,,,,2.5,,,,0.0,,,,,1.5,,,,,,,,,,,,,,,,6318.298406336483,,,,,513.6232942074625,,,,,,,,,,6724.37875751503,,,,,4.0,,,,,62.0,,,,,,46.666666666666664,44.6,49.4,,,58.333333333333336,53.1,45.8,,207.64438400610746,12294.431720584027,29869.65359290009,42858.917835671346,11.0,3.3333333333333335,28.0,43.8,33.1,440.0,130.0,1414.0,2268.9,1142.4,,8505.13837198206,53011.45362152878,95287.10964786718,83161.44975665616,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,,1919.0,,,
